,document_type,publication_year,publication_date,article_title,source_title,authors,abstract,"times_cited,_all_databases",marine_content,dimension,novelty_study_type,novelty_measured,system,notes
66,Article,2019,APR,A botanical novelty on land offered new opportunities in the marine realm during the Paleogene: the link between bamboo and hermit crabs,NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN,"Fraaije, RHB; Gasparic, R; Jagt, JWM; van Bakel, BWM","Xylopagurids constitute an enigmatic group of marine paguroid anomurans that comprises both extinct and extant genera, such as the middle Eocene (Lutetian) Lessinipagurus BESCHIN, DE ANGELI, CHECCHI & ZARANTONELLO, 2012 and Orbispagurus DE ANGELI & CAPORIONDO, 2017 from southern Europe and the extant genera Xylopagurus A. MILNE-EDWARDS, 1880 and Prexylopagurus GASPARIC FRAAIJE, ROBIN & DE ANGELI, 2016 from the western Atlantic, eastern Pacifi and Indo-West Pacifi oceans. The f rst appearance and subsequent radiation of xylopagurids during the middle and late Eocene parallels the origin and rapid global expansion of larger grasses such as reed and bamboo. The functional morphology of xylopagurid chelae as adaptation to inhabiting empty bamboo shoots is discussed. This is the f rst documented example of a link between terrestrial plants and marine decapod crustaceans, illustrating that a novelty on land could have had a significan impact on ecological opportunities in the marine domain.",1,FALSE,NA,NA,NA,NA,
67,Article,2019,MAR,Observations of a novel predatory gull behavior on an invasive ascidian: A new consequence of coastal urban sprawl?,ECOSPHERE,"Holman, LE; Rius, M; Blackburn, TM","Coastal urbanization has a dramatic effect on both terrestrial and marine ecosystems, altering resources such as food or space. Many species have shifted their ranges in response to anthropogenic pressures, resulting in novel species interactions. Here, we report an observation of a novel foraging behavior of the European Herring Gull (Lams argentatus): the capture and consumption of the widespread sea squirt Ciona intestinalis from under floating pontoons in a recreational marina in Ireland. Multiple gulls were observed performing a complex, multi-step manipulation of several C. intestinalis individuals to remove their cellulose-based tunic, which remained unconsumed. Further avenues of investigation are discussed, and hypotheses concerning possible ecosystem effects of novel ecological interactions occurring in proliferating artificial environments are presented.",7,TRUE,ecological,behavioural,FALSE,bird_behaviour,
68,Article,2000,FEB,A vegetation-based method for ecological diagnosis of riverine wetlands,ENVIRONMENTAL MANAGEMENT,"Amoros, C; Bornette, G; Henry, CP","The management of riverine wetlands, recognized as a major component of biodiversity in fluvial hydrosystems, is problematic. Preservation or restoration of such ecosystems requires a method to assess the major ecological processes operating in the wetlands, the sustainability of the aquatic stage, and the restoration potential of each riverine wetland. We propose a method of diagnosis based on aquatic macrophytes and helophytes. Plant communities are used because they are easy to survey and provide information about (1) the origin of a water supply (i.e., groundwater, seepage, or surface river water) and its nutrient content, (2) effects of flood disturbances, and (3) terrestrialization processes. The novelty of the method is that, in contrast to available typologies, it is based on the interference of gradients resulting from several processes, which makes it possible to predict wetland sustainability and restoration potential. These predictions result from knowledge of the processes involved in terrestrialization, i.e., the influence of flood disturbances, occurrence of groundwater supplies, trophic degree, and water permanency of the habitat during a yearly cycle. The method is demonstrated on five different river systems.",76,TRUE,ecological,innovation,FALSE,wetlands,
69,Article; Book Chapter,2020,NA,HUMAN PRESSURES AND THE EMERGENCE OF NOVEL MARINE ECOSYSTEMS,"OCEANOGRAPHY AND MARINE BIOLOGY: AN ANNUAL REVIEW, VOL 58","Bulleri, F; Batten, S; Connell, SD; Benedetti-Cecchi, L; Gibbons, M; Nugues, MM; Gribben, P","The progressive expansion of human activities is causing unprecedented changes to marine ecosystems. In some cases, the extent of these changes may be so large as to generate ecosystems in which structure and functioning have no historical analogs (i.e. novel ecosystems). Here, we review the main abiotic and biotic drivers of change in the marine realm and provide a critical assessment of ecosystems for which there is empirical evidence of human-induced shifts into novel states. Our review indicates that there is evidence for human agency of changes, no-analog species composition and threshold crossing for a variety of marine ecosystems, including intertidal rocky shores, temperate and tropical reefs, estuaries and pelagic systems, while there is no definitive proof of irreversibility of changes. We discuss how a more thorough recognition of the novel ecosystem concept may help initiate conservation and restoration efforts in each of these systems.",20,TRUE,ecological,review,FALSE,marine_review,
70,Article,2020,Sep-15,Genomic and Physiological Characteristics of a Novel Nitrite-OxidizingNitrospiraStrain Isolated From a Drinking Water Treatment Plant,FRONTIERS IN MICROBIOLOGY,"Fujitani, H; Momiuchi, K; Ishii, K; Nomachi, M; Kikuchi, S; Ushiki, N; Sekiguchi, Y; Tsuneda, S","Nitrite-oxidizing bacteria (NOB) catalyze the second step of nitrification, which is an important process of the biogeochemical nitrogen cycle and is exploited extensively as a biological nitrogen removal process. Members of the genusNitrospiraare often identified as the dominant NOB in a diverse range of natural and artificial environments. Additionally, a number of studies examining the distribution, abundance, and characterization of complete ammonia oxidation (comammox)Nitrospirasupport the ecological importance of the genusNitrospira. However, niche differentiation between nitrite-oxidizingNitrospiraand comammoxNitrospiraremains unknown due to a lack of pure cultures. In this study, we report the isolation, physiology, and genome of a novel nitrite-oxidizingNitrospirastrain isolated from a fixed-bed column at a drinking water treatment plant. Continuous feeding of ammonia led to the enrichment ofNitrospira-like cells, as well as members of ammonia-oxidizing genusNitrosomonas. Subsequently, a microcolony sorting technique was used to isolate a novel nitrite-oxidizingNitrospirastrain. Sequences of strains showing the growth of microcolonies in microtiter plates were checked. Consequently, the most abundant operational taxonomic unit (OTU) exhibited high sequence similarity withNitrospira japonica(98%) at the 16S rRNA gene level. The two otherNitrospiraOTUs shared over 99% sequence similarities withN. japonicaandNitrospirasp. strain GC86. Only one strain identified asNitrospirawas successfully subcultivated and designated asNitrospirasp. strain KM1 with high sequence similarity withN. japonica(98%). The half saturation constant for nitrite and the maximum nitrite oxidation rate of strain KM1 were orders of magnitude lower than the published data of other knownNitrospirastrains; moreover, strain KM1 was more sensitive to free ammonia compared with previously isolatedNitrospirastrains. Therefore, the newNitrospirastrain appears to be better adapted to oligotrophic environments compared with other known non-marine nitrite oxidizers. The complete genome of strain KM1 was 4,509,223 bp in length and contained 4,318 predicted coding sequences. Average nucleotide identities between strain KM1 and known culturedNitrospiragenome sequences are 76.7-78.4%, suggesting at least species-level novelty of the strain in theNitrospiralineage II. These findings broaden knowledge of the ecophysiological diversity of nitrite-oxidizingNitrospira.",26,TRUE,technical,new_species,FALSE,bacteria,
71,Article,1994,NOV-DEC,NONTARGET-PLANT RISK ASSESSMENT FOR PESTICIDE REGISTRATION,ENVIRONMENTAL MANAGEMENT,"FREEMARK, K; BOUTIN, C","The approach developed by Environment Canada to assess risk to aquatic and terrestrial plants in nontarget habitats potentially exposed to pesticides evaluated for registration is described. An anonymous sample of pesticide submissions is used to illustrate the approach and to examine its merits and limitations in relation to test species, response variability, testing protocols, ecological relevance, and comparability with other regulatory agencies. Future directions are identified, particularly in relation to impending nontarget-plant testing guidelines for pesticide registration in Canada. This approach incorporates some of the latest research and developments in the field of risk assessment for plants. The novelty of this approach also lies in the use of the plant screening data routinely generated by chemical pesticide companies, which is intended to provide a maximum amount of information to evaluators at minimal increment cost to registrants, The proposed approach can serve as a basis for guideline development and modernization for other jurisdictions.",15,FALSE,NA,NA,NA,NA,
72,Article,2019,DEC,Resilience and regime shifts: Do novel communities impede ecological recovery in a historically metal-contaminated stream?,JOURNAL OF APPLIED ECOLOGY,"Wolff, BA; Duggan, SB; Clements, WH","Novel communities that result from exposure to contaminants and other anthropogenic stressors often persist in ecosystems that have experienced regime shifts. Because these systems may not return to pre-disturbance conditions after removal of a stressor, understanding the ecological consequences of regime shifts has important implications for how restoration success is defined. Long-term observational studies can potentially identify regime shifts in disturbed ecosystems; however, experimental approaches may be necessary to demonstrate their ecological consequences. We report results of a long-term (28 years) observational study and a series of stream mesocosm experiments that investigated a regime shift in a mining-contaminated watershed. We tested the hypothesis that establishment of a novel, metal-tolerant macroinvertebrate community in a previously contaminated stream impeded recovery of sensitive species, despite significant improvements in water quality over the past two decades. We observed significant improvements in abundance and species richness, but differences in community composition and trophic structure persisted downstream from a former source of metal contamination. These downstream communities were dominated by large, metal-tolerant caddisflies that likely impeded colonization by metal-sensitive groups (e.g. grazing mayflies). Mesocosm experiments conducted with reference and downstream communities demonstrated that novel communities retained their tolerance to metals, but were significantly more sensitive to other stressors. We suggest that the failure of downstream communities to recover represented a contaminant-induced regime shift that resulted from the sustained dominance of metal-tolerant species. Synthesis and applications. Restoration ecologists generally consider increased species diversity or abundance of recreationally important species as indicators of restoration success. However, few stream restoration projects have quantified ecological resilience, and none have included a significant experimental component. Our research is the first to experimentally demonstrate that novel communities in a stream recovering from historical metal pollution have lower resilience to other (e.g. non-metal) stressors. These results have important implications for how restoration success is defined. In systems where the return to pre-disturbance conditions is unlikely, a better understanding of the ecological resilience of novel communities may be critical for assessing restoration success. We suggest that resilience to novel stressors is an important indicator of restoration effectiveness that may be applicable in other aquatic ecosystems.",15,TRUE,ecological,empirical,FALSE,macroinvertebrates,
73,Article,2017,JUL,Early bursts of diversification defined the faunal colonization of land,NATURE ECOLOGY & EVOLUTION,"Minter, NJ; Buatois, LA; Mángano, MG; Davies, NS; Gibling, MR; MacNaughton, RB; Labandeira, CC","The colonization of land was one of the major events in Earth history, leading to the expansion of life and laying the foundations for the modern biosphere. We examined trace fossils, the record of the activities of past life, to understand how animals diversify both behaviourally and ecologically when colonizing new habitats. The faunal invasion of land was preceded by excursions of benthic animals into very shallow, marginal marine environments during the latest Ediacaran period and culminated in widespread colonization of non-marine niches by the end of the Carboniferous period. Trace fossil evidence for the colonization of new environments shows repeated early burst patterns of maximal ichnodisparity (the degree of difference among basic trace fossil architectural designs), ecospace occupation and level of ecosystem engineering prior to maximal ichnodiversity. Similarities across different environments in the types of behavioural programme employed (as represented by different trace fossils), modes of life present and the ways in which animals impacted their environments suggest constraints on behavioural and ecological diversification. The early burst patterns have the hallmark of novelty events. The underlying drivers of these events were probably the extrinsic limitation of available ecospace and intrinsic controls of genomic and developmental plasticity that enabled trace-maker morphological and behavioural novelty.",79,TRUE,evolutionary,empirical,FALSE,fossil_behaviour,trace fossils
74,Article,2024,NOV,Ocean warming and novel species interactions boost growth and persistence of range-extending tropical fishes but challenge that of sympatric temperate species in temperate waters,JOURNAL OF BIOGEOGRAPHY,"Sasaki, M; Monaco, CJ; Booth, DJ; Nagelkerken, I","Aim: Climate change can have a broad range of impacts on the physiology and behaviour of animals. These effects can be mediated by the presence of other species in the community, but current forecasts of species responses to climate change largely ignore biological interactions. This is particularly true for novel interactions between range-extending and native species, as this is often considered as noise and excluded from predictive models. Here we simulate how a tropical range-extending and a local temperate fish species respond to the independent and combined effects of future ocean warming (RCPs 4.5 and 8.5) and novel ecological interactions in temperate ecosystems. Location: East coast of Australia, along a similar to 2,000 km latitudinal gradient in a global climate warming hotspot. Taxon: Abudefduf vaigiensis (tropical) and Atypicthys strigatus (temperate) fishes. Methods: We use a dynamic energy budget model to simulate the length growth (i.e., increases in body length of individuals over time) and population persistence of juveniles of a tropical and a temperate fish species that form mixed-species shoals, under different climate scenarios with and without the effects of novel ecological interactions. Results: Our model forecasts that length growth of the juvenile tropical species will increase under ocean warming across subtropical to temperate regions. This increased length growth will be more drastic in temperate regions than in the subtropics, as winter warming will allow the tropical species to overwinter more frequently and show positive growth throughout the year. In contrast, warmer summer temperatures in the subtropics will likely exceed the optimal temperature of the juvenile temperate species at their trailing edge, resulting in reduced length growth under climate warming. Novel species interactions increased length growth of the juvenile tropical species but did not affect its winter or summer survival. In contrast, novel species interactions with tropical species were forecast to reduce length growth of the juvenile temperate species. Main Conclusions: Our study suggests that for some coastal fish species future warming will likely reverse body size dominance between temperate and tropical fish species, with increased novel interactions in temperate ecosystems (due to range extensions) but decreased novel interactions in the subtropics (due to range contractions). Novel species interactions and warming effects on body size and species survival are likely to reshuffle temperate fish communities and their competitive interactions.",1,TRUE,ecological,behavioural,FALSE,fish,cite for novel biotic interactions
75,Review,2008,JUN,Unveiling new microbial eukaryotes in the surface ocean,CURRENT OPINION IN MICROBIOLOGY,"Massana, R; Pedros-Alio, C","A decade after molecular techniques were used to discover novel bacteria and archaea in the oceans, the same approach has revealed a wealth of new marine eukaryotic microbes. The approach has been particularly successful with the smallest eukaryotes, where morphological and culture approaches frequently fail. Analysis of samples from the surface ocean, the most accessible and supposedly well-known oceanic region, reveals novel eukaryotic diversity at all different levels: from the highest taxonomic rank to the lowest microdiverse clusters. Moreover, marine eukaryotic assemblages show a large diversity with members belonging to many different lineages. The implication of this large and novel eukaryotic diversity for biodiversity surveys and ecosystem functioning opens new avenues for future research.",148,TRUE,technical,new_species,FALSE,eukaryota,
76,Article,2022,FEB,Offshore platforms as novel ecosystems: A case study from Australia's Northwest Shelf,ECOLOGY AND EVOLUTION,"van Elden, S; Meeuwig, JJ; Hobbs, RJ","The decommissioning of offshore oil and gas platforms typically involves removing some or all of the associated infrastructure and the consequent destruction of the associated marine ecosystem that has developed over decades. There is increasing evidence of the important ecological role played by offshore platforms. Concepts such as novel ecosystems allow stakeholders to consider the ecological role played by each platform in the decommissioning process. This study focused on the Wandoo field in Northwest Australia as a case study for the application of the novel ecosystem concept to the decommissioning of offshore platforms. Stereo-baited remote underwater video systems were used to assess the habitat composition and fish communities at Wandoo, as well as two control sites: a sandy one that resembled the Wandoo site pre-installation, and one characterized by a natural reef as a control for natural hard substrate and vertical relief. We found denser macrobenthos habitat at the Wandoo site than at either of the control sites, which we attributed to the exclusion of seabed trawling around the Wandoo infrastructure. We also found that the demersal and pelagic taxonomic assemblages at Wandoo more closely resemble those at a natural reef than those which would likely have been present pre-installation, but these assemblages are still unique in a regional context. The demersal assemblage is characterized by reef-associated species with higher diversity than those at the sand control and natural reef control sites, with the pelagic community characterized by species associated with oil platforms in other regions. These findings suggest that a novel ecosystem has emerged in the Wandoo field. It is likely that many of the novel qualities of this ecosystem would be lost under decommissioning scenarios that involve partial or complete removal. This study provides an example for classifying offshore platforms as novel ecosystems.",8,TRUE,ecological,empirical,FALSE,marine_oil_rigs,
77,Article,2022,NA,Projected novelty in the climate envelope of the California Current at multiple spatial-temporal scales,PLOS CLIMATE,"Smith, JA; Buil, MP; Fiechter, J; Tommasi, D; Jacox, MG","A useful measure of general climate stress is where and when novel habitats emerge. Here we evaluate 'climate envelope novelty'-a spatial indicator of system-level habitat change-in the California Current System (CCS), by quantifying the emergence of novel ocean conditions in multivariate physical-biogeochemical space. We use downscaled climate projections from three earth system models out to 2100 under emission scenario RCP8.5, and detect novelty at multiple spatial-temporal scales using two methods (n-dimensional hypervolumes and extrapolation detection). Under high emissions, persistent novelty doesn't appear until around 2040 and then only in small patches of Southern California and the Pacific North West. However, novelty increases rapidly after this (especially in warmer seasons), so that by 2060 up to 50% of the CCS in an average year has shifted to a novel local climate, which increases to 100% by 2090. These results are for the average year, and the first years to experience these levels of novelty typically occur 20 years sooner. The ecosystem will increasingly experience novel combinations of warmer temperatures, lower dissolved oxygen (especially inshore), and a shallower mixed layer (especially offshore). The emergence of extensive local novelty year-round has implications for the required ubiquitous redistribution or adaptation of CCS ecology, and the emergence of extensive regional novelty in warmer months has implications for bioregional change and regionally emerging fisheries. One of our climate projections showed considerably less novelty, indicating that realistic uncertainties in climate change (especially the rate of warming) can mean the difference between a mostly novel or mostly analog future.",14,TRUE,climate,empirical,TRUE,ocean_currents,
78,Article,2023,Jan-06,Genomic study and lipidomic bioassay of Leeuwenhoekiella parthenopeia: A novel rare biosphere marine bacterium that inhibits tumor cell viability,FRONTIERS IN MICROBIOLOGY,"Gattoni, G; de la Haba, RR; Martín, J; Reyes, F; Sánchez-Porro, C; Feola, A; Zuchegna, C; Guerrero-Flores, S; Varcamonti, M; Ricca, E; Selem-Mojica, N; Ventosa, A; Corral, P","The fraction of low-abundance microbiota in the marine environment is a promising target for discovering new bioactive molecules with pharmaceutical applications. Phenomena in the ocean such as diel vertical migration (DVM) and seasonal dynamic events influence the pattern of diversity of marine bacteria, conditioning the probability of isolation of uncultured bacteria. In this study, we report a new marine bacterium belonging to the rare biosphere, Leeuwenhoekiella parthenopeia sp. nov. Mr9(T), which was isolated employing seasonal and diel sampling approaches. Its complete characterization, ecology, biosynthetic gene profiling of the whole genus Leeuwenhoekiella, and bioactivity of its extract on human cells are reported. The phylogenomic and microbial diversity studies demonstrated that this bacterium is a new and rare species, barely representing 0.0029% of the bacterial community in Mediterranean Sea metagenomes. The biosynthetic profiling of species of the genus Leeuwenhoekiella showed nine functionally related gene cluster families (GCF), none were associated with pathways responsible to produce known compounds or registered patents, therefore revealing its potential to synthesize novel bioactive compounds. In vitro screenings of L. parthenopeia Mr9(T) showed that the total lipid content (lipidome) of the cell membrane reduces the prostatic and brain tumor cell viability with a lower effect on normal cells. The lipidome consisted of sulfobacin A, WB 3559A, WB 3559B, docosenamide, topostin B-567, and unknown compounds. Therefore, the bioactivity could be attributed to any of these individual compounds or due to their synergistic effect. Beyond the rarity and biosynthetic potential of this bacterium, the importance and novelty of this study is the employment of sampling strategies based on ecological factors to reach the hidden microbiota, as well as the use of bacterial membrane constituents as potential novel therapeutics. Our findings open new perspectives on cultivation and the relationship between bacterial biological membrane components and their bioactivity in eukaryotic cells, encouraging similar studies in other members of the rare biosphere.",5,TRUE,technical,biotechnology,FALSE,microbial,
79,Article,2013,Jul-23,Genome of a SAR116 bacteriophage shows the prevalence of this phage type in the oceans,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"Kang, I; Oh, HM; Kang, D; Cho, JC","The abundance, genetic diversity, and crucial ecological and evolutionary roles of marine phages have prompted a large number of metagenomic studies. However, obtaining a thorough understanding of marine phages has been hampered by the low number of phage isolates infecting major bacterial groups other than cyanophages and pelagiphages. Therefore, there is an urgent requirement for the isolation of phages that infect abundant marine bacterial groups. In this study, we isolated and characterized HMO-2011, a phage infecting a bacterium of the SAR116 clade, one of the most abundant marine bacterial lineages. HMO-2011, which infects Candidatus Puniceispirillum marinum strain IMCC1322, has an similar to 55-kb dsDNA genome that harbors many genes with novel features rarely found in cultured organisms, including genes encoding a DNA polymerase with a partial DnaJ central domain and an atypical methanesulfonate monooxygenase. Furthermore, homologs of nearly all HMO-2011 genes were predominantly found in marine metagenomes rather than cultured organisms, suggesting the novelty of HMO-2011 and the prevalence of this phage type in the oceans. A significant number of the viral metagenome sequences obtained from the ocean surface were best assigned to the HMO-2011 genome. The number of reads assigned to HMO-2011 accounted for 10.3%-25.3% of the total reads assigned to viruses in seven viromes from the Pacific and Indian Oceans, making the HMO-2011 genome the most or second-most frequently assigned viral genome. Given its ability to infect the abundant SAR116 clade and its widespread distribution, Puniceispirillum phage HMO-2011 could be an important resource for marine virus research.",120,TRUE,technical,genes,FALSE,phage,
80,Review,2012,NA,Marine actinomycetes: An ongoing source of novel bioactive metabolites,MICROBIOLOGICAL RESEARCH,"Subramani, R; Aalbersberg, W","Actinomycetes are virtually unlimited sources of novel compounds with many therapeutic applications and hold a prominent position due to their diversity and proven ability to produce novel bioactive compounds. There are more than 22,000 known microbial secondary metabolites, 70% of which are produced by actinomycetes, 20% from fungi, 7% from Bacillus spp. and 1-2% by other bacteria. Among the actinomycetes, streptomycetes group are considered economically important because out of the approximately more than 10,000 known antibiotics, 50-55% are produced by this genus. The ecological role of actinomycetes in the marine ecosystem is largely neglected and various assumptions meant there was little incentive to isolate marine strains for search and discovery of new drugs. The search for and discovery of rare and new actinomycetes is of significant interest to drug discovery due to a growing need for the development of new and potent therapeutic agents. Modern molecular technologies are adding strength to the target-directed search for detection and isolation of bioactive actinomycetes, and continued development of improved cultivation methods and molecular technologies for accessing the marine environment promises to provide access to this significant new source of chemical diversity with novel/rare actinomycetes including new species of previously reported actinomycetes. (C) 2012 Elsevier GmbH. All rights reserved.",372,TRUE,technical,new_species,FALSE,actinomycetes,
81,Article,2022,Jul-03,Response of soil bacterial community structure and function under two salt-tolerant plants in a coastal saline soil area of eastern Hebei province of China,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,"Liu, YH; Sun, JP; Dai, XL; Zhao, ZJ; Wang, XP; Zhang, GX","Novelty statement This study investigated the changes of soil bacterial alpha-diversity and community structures in coastal saline soil after planting the medicinal and edible plants coastal feicai (Sedum aizoon L.)and dandelion Binpu No. 1 (Taraxacum mongolicum Hand.-Mazz.). It also identified the biomarkers and differential metabolic functions of soils among different plots. Our findings revealed that planting S. aizoon and T. mongolicum significantly improved bacterial diversity, and altered composition and metabolic function in coastal saline soils. This study makes a significant contribution to the literature because it offers an insight into novel strategies for vegetation restoration and ecological reconstruction of saline soils. The plants Feicai (Sedum aizoon L.) and dandelion(Taraxacum mongolicum Hand.-Mazz.) have good salt tolerance, and can improve soil quality and the micro-ecological environment. Coastal saline-soil plots planted with S. aizoon and T. mongolicum and bare plots were used to explore their effects on the microbial community structure of coastal saline soil. The diversity and function of soil bacterial communities were analyzed using Illumina MiSeq high-throughput sequencing technology. The results showed that the alpha-diversity of soil bacterial communities were higher in planted than in bare plots, in the following order: T. mongolicum plot > S. aizoon plot > bare plot. The soil bacterial communities also changed after planting S. aizoon and T. mongolicum. The LDA effect size analysis showed that there were 37 indicator species among the three plot types. Correlation analysis of environmental factors showed that EC, AP, and OM were the main factors influencing bacterial community composition in this coastal saline soil. The PICRUSt functional prediction showed that the numbers of metabolic functions of bacterial communities were in the following order: T. mongolicum plot > S. aizoon plot > bare plot. The results provide a theoretical basis and plant species for developing salt-tolerant bacterial resources and phytoremediation of coastal saline soil.",5,FALSE,NA,NA,NA,NA,
82,Article,2019,OCT,Genetically Engineered Oil Seed Crops and Novel Terrestrial Nutrients: Ethical Considerations,SCIENCE AND ENGINEERING ETHICS,"MacDonald, C; Colombo, S; Arts, MT","Genetically engineered (GE) organisms have been at the center of ethical debates among the public and regulators over their potential risks and benefits to the environment and society. Unlike the currently commercial GE crops that express resistance or tolerance to pesticides or herbicides, a new GE crop produces two bioactive nutrients (eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA)) that heretofore have largely been produced only in aquatic environments. This represents a novel category of risk to ecosystem functioning. The present paper describes why growing oilseed crops engineered to produce EPA and DHA means introducing into a terrestrial ecosystem a pair of highly bioactive nutrients that are novel to terrestrial ecosystems and why that may have ecological and physiological consequences. More importantly perhaps, this paper argues that discussion of this novel risk represents an opportunity to examine the way the debate over genetically modified crops is being conducted.",3,FALSE,NA,NA,NA,NA,
83,Article,2011,JUL,How novel is too novel? Stream community thresholds at exceptionally low levels of catchment urbanization,ECOLOGICAL APPLICATIONS,"King, RS; Baker, ME; Kazyak, PF; Weller, DE","Novel physical and chemical conditions of many modern ecosystems increasingly diverge from the environments known to have existed at any time in the history of Earth. The loss of natural land to urbanization is one of the most prevalent drivers of novel environments in freshwaters. However, current understanding of aquatic community response to urbanization is based heavily upon aggregate indicators of community structure and linear or wedge-shaped community response models that challenge ecological community theory. We applied a new analytical method, threshold indicator taxa analysis (TITAN), to a stream biomonitoring data set from Maryland to explicitly evaluate linear community response models to urbanization that implicitly assume individual taxa decline or increase at incrementally different levels of urbanization. We used TITAN (1) to identify the location and magnitude of greatest change in the frequency and abundance of individual taxa and (2) to assess synchrony in the location of change points as evidence for stream community thresholds in response to percent impervious cover in catchments. We documented clear and synchronous threshold declines of 110 of 238 macroinvertebrate taxa in response to low levels of impervious cover. Approximately 80% of the declining taxa did so between; similar to 0.5% and 2% impervious cover, whereas the last 20% declined sporadically from; similar to 2% to 25% impervious cover. Synchrony of individual responses resulted in distinct community-level thresholds ranging from <= 0.68% (mountains), 1.28% (piedmont), and 0.96% (coastal plain) impervious cover. Upper limits (95% confidence intervals) of community thresholds were <2% cover in all regions. Within distinct physiographic classes, higher-gradient, smaller catchments required less impervious cover than lower gradient, larger catchments to elicit community thresholds. Relatively few taxa showed positive responses to increasing impervious cover, and those that did gradually increased in frequency and abundance, approximating a linear cumulative distribution. The sharp, synchronous declines of numerous taxa established a consistent threshold response at exceptionally low levels of catchment urbanization, and uncertainty regarding the estimation of impervious cover from satellite data was mitigated by several corroborating lines of evidence. We suggest that threshold responses of communities to urban and other novel environmental gradients may be more prevalent than currently recognized.",175,TRUE,ecological,empirical,TRUE,freshwater_macroinvertebrates,freshwater stream
84,Article,2019,NOV,Ancestral biogeography and ecology of marine angelfishes (F: Pomacanthidae),MOLECULAR PHYLOGENETICS AND EVOLUTION,"Baraf, LM; Pratchett, MS; Cowman, PF","Marine angelfishes (F: Pomacanthidae) are amongst the most conspicuous reef fish families inhabiting reefs on tropical and subtropical latitudes. While being disproportionately represented in the marine ornamental fish trade, only a handful of taxonomically restricted studies explored their biogeographic history and the evolution body size and trophic guilds. Here, we reconstruct the phylogenetic history for 70 pomacanthid species (85% of nominal species), based on previously published data for three nuclear and four mitochondrial markers. We use the resulting phylogenetic framework to explore the ancestral biogeography and ecological diversification of the family. Divergence times and ancestral range estimation highlight the origins of the family most likely lie in the Central Pacific region. Vicariance among ocean basins reflects the impact of the Terminal Tethyan Event and the closure of the Isthmus of Panama in the historical biogeography of Pomacanthus and Holacanthus genera. The reconstruction also uncovers ancestral colonization pathways via the Pacific Ocean into the western Atlantic waters for Holacanthus. We confirm the Indian Ocean invasion scenario previously proposed for the acanthops complex (genus: Centropyge). Finally, interspecific variation in body size among clades appeared to be correlated to some degree with trophic guilds, whereby 15% of variance in body size was explained by trophic modes. This suggests that the higher ecological diversification observed in the Centropyge Glade might be promoted by smaller body sizes acting as an ecological novelty allowing the expansion of the genus within available niches.",17,TRUE,technical,zoology,FALSE,fish_morphology,
85,Article,2022,Jul-29,"Tetracycline removal from aqueous solution by biochar derived from algae and modified with MnMoO4: effects of operating parameters, isotherm, kinetic, and thermodynamic study",INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,"Ajam, M; Ehteshami, M; Boudaghpour, S; Mirbagheri, SA; Kafil, M","Novelty statement In the present research, a novel biocomposite that could efficiently remove tetracycline (TC) from wastewater was synthesized. The biocomposite was fabricated by biochar of microalgae (BC) and MnMoO4 (MM) nanoparticles in different ratios to find a biocomposite with optimum characteristic as an efficient adsorbent. Finally, the optimum one was characterized to confirm its properties as an economical and efficient adsorbent for TC adsorption. Adsorption experiments including kinetic, isotherm and thermodynamic modeling were conducted to verify the high potential of novel biocomposite for TC adsorption. TC as an antibiotic frequently is found in soil, sediment, and aquatic environments which may lead to adverse side effects on human health including bacterial resistance and change in the microbial ecological functions. This makes the present study comprehensive and allows us to reach a strong conclusion on selecting biomaterial for biosorption purposes. Therefore, the present study will add unique knowledge to the science of biosorption. The aim of the present study is to improve the adsorption of tetracycline (TC) onto biochar of microalgae modified by nanocomposite of MnMoO4 (MM40BC60). The synthesized nanocomposite was characterized by Scanning electron microscopy (SEM), Brunauer-Emmett-Teller (BET) surface area, Fourier transforms infrared (FTIR) spectroscopy to investigate the morphology, surface area, pores and the functional groups of MM40BC60, respectively. The effect of various parameters including initial pH, TC concentration, and temperature on the adsorption performance of TC to the adsorbent was evaluated with considering kinetics, isotherms, and thermodynamics models. The adsorption of TC on MM40BC60 shows good agreement with the pseudo-second-order kinetic and the Langmuir isotherm models. Results of the thermodynamic study showed that the adsorption process was a spontaneous and endothermic reaction in nature.",4,TRUE,technical,biotechnology,FALSE,wastewater,
